The Verifier - November 2018. Data as of December 7, 2025.
FIPS code,State,Jurisdiction,Equipment Type,Manufacturer,Model,First Year in Use,QR/Barcode,VVPAT,Election Day Standard,Election Day Accessible,Early Voting Standard,Early Voting Accessible,Mail Ballot/Absentee Equipment,Notes on usage
"3609100000","New York","Saratoga County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3609300000","New York","Schenectady County","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","No","No","No","",
"3609300000","New York","Schenectady County","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"3609300000","New York","Schenectady County","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","",
"3609300000","New York","Schenectady County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3609500000","New York","Schoharie County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3609500000","New York","Schoharie County","Batch-Fed Optical Scanner","Dominion","ImageCast Central","2014","N/A","N/A","No","No","No","No","Yes","",
"3609500000","New York","Schoharie County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3609500000","New York","Schoharie County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3609700000","New York","Schuyler County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","Yes","",
"3609700000","New York","Schuyler County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3609700000","New York","Schuyler County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3609900000","New York","Seneca County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3609900000","New York","Seneca County","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","No","No","No","No","Yes","",
"3609900000","New York","Seneca County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3609900000","New York","Seneca County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3608900000","New York","St. Lawrence County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3608900000","New York","St. Lawrence County","Batch-Fed Optical Scanner","Dominion","ImageCast Central","2014","N/A","N/A","No","No","No","No","Yes","",
"3608900000","New York","St. Lawrence County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3608900000","New York","St. Lawrence County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3610100000","New York","Steuben County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3610100000","New York","Steuben County","Batch-Fed Optical Scanner","Dominion","ImageCast Central","2016","N/A","N/A","No","No","No","No","Yes","",
"3610100000","New York","Steuben County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3610100000","New York","Steuben County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3610300000","New York","Suffolk County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3610300000","New York","Suffolk County","Batch-Fed Optical Scanner","Dominion","ImageCast Central","2016","N/A","N/A","No","No","No","No","Yes","",
"3610300000","New York","Suffolk County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3610300000","New York","Suffolk County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3610500000","New York","Sullivan County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3610500000","New York","Sullivan County","Batch-Fed Optical Scanner","Dominion","ImageCast Central","2016","N/A","N/A","No","No","No","No","Yes","",
"3610500000","New York","Sullivan County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3610500000","New York","Sullivan County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3610700000","New York","Tioga County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3610700000","New York","Tioga County","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","No","No","No","No","Yes","",
"3610700000","New York","Tioga County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3610700000","New York","Tioga County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3610900000","New York","Tompkins County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3610900000","New York","Tompkins County","Batch-Fed Optical Scanner","Dominion","ImageCast Central","2014","N/A","N/A","No","No","No","No","Yes","",
"3610900000","New York","Tompkins County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3610900000","New York","Tompkins County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3611100000","New York","Ulster County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3611100000","New York","Ulster County","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","No","No","No","No","Yes","",
"3611100000","New York","Ulster County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3611100000","New York","Ulster County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3611300000","New York","Warren County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3611300000","New York","Warren County","Batch-Fed Optical Scanner","Clear Ballot","ClearCount","2018","N/A","N/A","No","No","No","No","Yes","",
"3611300000","New York","Warren County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3611300000","New York","Warren County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3611500000","New York","Washington County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","Yes","",
"3611500000","New York","Washington County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3611500000","New York","Washington County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3611700000","New York","Wayne County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3611700000","New York","Wayne County","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","No","No","No","No","Yes","",
"3611700000","New York","Wayne County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3611700000","New York","Wayne County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3611900000","New York","Westchester County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3611900000","New York","Westchester County","Batch-Fed Optical Scanner","Sequoia","NCS OpScan","-2000","N/A","N/A","No","No","No","No","Yes","",
"3611900000","New York","Westchester County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3611900000","New York","Westchester County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3612100000","New York","Wyoming County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","Yes","",
"3612100000","New York","Wyoming County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3612100000","New York","Wyoming County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3612300000","New York","Yates County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","Yes","",
"3612300000","New York","Yates County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3612300000","New York","Yates County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3700100000","North Carolina","Alamance County","DRE-Touchscreen","ES&S","iVotronic","2006","N/A","Yes","Yes","Yes","Yes","Yes","No","",
"3700100000","North Carolina","Alamance County","Batch-Fed Optical Scanner","ES&S","Model 650","2006","N/A","N/A","No","No","No","No","Yes","",
"3700100000","North Carolina","Alamance County","Internet Voting: Email","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"3700100000","North Carolina","Alamance County","Internet Voting: Fax","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"3700100000","North Carolina","Alamance County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3700100000","North Carolina","Alamance County","In-House Electronic Poll Book","NCSBE","SOSA","","N/A","N/A","No","No","Yes","No","No","",
"3700300000","North Carolina","Alexander County","Hand-Fed Optical Scanner","ES&S","DS200","2016","N/A","N/A","Yes","No","Yes","No","Yes","",
"3700300000","North Carolina","Alexander County","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"3700300000","North Carolina","Alexander County","Internet Voting: Email","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"3700300000","North Carolina","Alexander County","Internet Voting: Fax","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"3700300000","North Carolina","Alexander County","In-House Electronic Poll Book","NCSBE","SOSA","","N/A","N/A","No","No","Yes","No","No","",
"3700300000","North Carolina","Alexander County","In-House Electronic Poll Book","NCSBE","OVRD","","N/A","N/A","Yes","No","No","No","No","",
"3700500000","North Carolina","Alleghany County","Hand-Fed Optical Scanner","ES&S","DS200","2016","N/A","N/A","Yes","No","Yes","No","Yes","",
"3700500000","North Carolina","Alleghany County","Ballot Marking Device","ES&S","AutoMARK","2016","No","N/A","No","Yes","No","Yes","No","",
"3700500000","North Carolina","Alleghany County","Internet Voting: Email","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"3700500000","North Carolina","Alleghany County","Internet Voting: Fax","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"3700500000","North Carolina","Alleghany County","In-House Electronic Poll Book","NCSBE","OVRD","","N/A","N/A","Yes","No","No","No","No","",
"3700500000","North Carolina","Alleghany County","In-House Electronic Poll Book","NCSBE","SOSA","","N/A","N/A","No","No","Yes","No","No","",
"3700700000","North Carolina","Anson County","Hand-Fed Optical Scanner","ES&S","DS200","2016","N/A","N/A","Yes","No","Yes","No","Yes","",
"3700700000","North Carolina","Anson County","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"3700700000","North Carolina","Anson County","Internet Voting: Email","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"3700700000","North Carolina","Anson County","Internet Voting: Fax","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"3700700000","North Carolina","Anson County","In-House Electronic Poll Book","NCSBE","OVRD","","N/A","N/A","Yes","No","No","No","No","",
"3700700000","North Carolina","Anson County","In-House Electronic Poll Book","NCSBE","SOSA","","N/A","N/A","No","No","Yes","No","No","",
"3700900000","North Carolina","Ashe County","Hand-Fed Optical Scanner","ES&S","Model 100","2006","N/A","N/A","Yes","No","Yes","No","Yes","",
"3700900000","North Carolina","Ashe County","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"3700900000","North Carolina","Ashe County","Internet Voting: Email","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"3700900000","North Carolina","Ashe County","Internet Voting: Fax","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"3700900000","North Carolina","Ashe County","Commercial Electronic Poll Book","VR Systems","EViD","","N/A","N/A","Yes","No","No","No","No","",
"3700900000","North Carolina","Ashe County","In-House Electronic Poll Book","NCSBE","SOSA","","N/A","N/A","No","No","Yes","No","No","",
"3701100000","North Carolina","Avery County","Hand-Fed Optical Scanner","ES&S","DS200","2018","N/A","N/A","Yes","No","Yes","No","Yes","",
"3701100000","North Carolina","Avery County","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"3701100000","North Carolina","Avery County","Internet Voting: Email","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
